Product Name,Color,Size,SKU,Barcode,Category,Type,Brand,piece/s per box/s,Minimum,Quantity,No. of box/s,Pending Qty In,Pending Qty Out,Actual Qty,Actual No. of box/s,LxWxH,Cargo Cost,Total Cargo,Cost,Retail,Wholesale,Markup
XIAOMI WIRELESS CHARGER,N/A,N/A,GH-XIAOMI-WIRELESS-CHARGER,6.93418E+12,Electronic Device,Power Bank,Xiaomi,1,0,6.00 pcs,6.00 box/s,100,0,106.00 pcs,106.00 box/s,0.00x0.00x0.00,0,?0.00,?444.00,?600.00,?580.00,35.00%
XIAOMI SO WHITE SHAVER,N/A,N/A,XIAOMI-SO-WHITE-SHAVER,6.97024E+12,Electronic Device,Portable Shaver,Xiaomi,1,0,58.00 pcs,58.00 box/s,0,0,58.00 pcs,58.00 box/s,0.00x0.00x0.00,0,?0.00,?360.00,?700.00,?650.00,94.00%
XIAOMI HAPPY LIFE DIFFUSER AROMA THERAPY,N/A,N/A,GH-DIFFUSER,6.97133E+12,Electronic Device,Power Bank,Xiaomi,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?484.00,?600.00,?580.00,24.00%
XIAOMI SOOCAS HAIR DRYER,N/A,N/A,XIAOMI-SOOCAS-HAIR-DRYER,6.97024E+12,Appliances,Small Appliances,Xiaomi,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,378.00","?1,700.00","?1,650.00",23.00%
ZHIBAI SHAVER,N/A,N/A,XIAOMI-ZHIBAI-SHAVER,6.97102E+12,Electronic Device,Portable Shaver,Xiaomi,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?630.00,?800.00,?750.00,27.00%
KZ Ear Tips 6pcs Set,Black,N/A,KZ-EARTIPS-3PAIRS-BLACK,6.97049E+12,Audio,In-Ear Earphones,KZ,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?47.00,?79.00,?60.00,68.00%
KZ Ear Tips 6pcs Set,Red,N/A,KZ-EARTIPS-3PAIRS-RED,190723214,Audio,In-Ear Earphones,KZ,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?47.00,?79.00,?60.00,68.00%
KZ Ear Tips 6pcs Set,Blue,N/A,KZ-EARTIPS-3PAIRS-BLUE,190723215,Audio,In-Ear Earphones,KZ,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?47.00,?79.00,?60.00,68.00%
PLEXTONE-BT-270,Black,N/A,BT-270-BLACK,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,139.00 pcs,139.00 box/s,0,0,139.00 pcs,139.00 box/s,0.00x0.00x0.00,0,?0.00,?657.00,?900.00,?850.00,37.00%
PLEXTONE-BT-270,White,N/A,BT-270-WHITE,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,31.00 pcs,31.00 box/s,0,0,31.00 pcs,31.00 box/s,0.00x0.00x0.00,0,?0.00,?657.00,?900.00,?850.00,37.00%
PLEXTONE-BT-270,Gold,N/A,BT-270-GOLD,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,53.00 pcs,53.00 box/s,0,0,53.00 pcs,53.00 box/s,0.00x0.00x0.00,0,?0.00,?657.00,?900.00,?850.00,37.00%
ZS10,Black,N/A,ZS10-BLACK,190723238,Audio,In-Ear Earphones,KZ,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,367.00","?1,600.00","?1,550.00",17.00%
ZS10,Red,N/A,ZS10-RED,190723237,Audio,In-Ear Earphones,KZ,1,0,7.00 pcs,7.00 box/s,0,0,7.00 pcs,7.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,367.00","?1,600.00","?1,550.00",17.00%
ZS10,Blue,N/A,ZS10-BLUE,190723236,Audio,In-Ear Earphones,KZ,1,0,12.00 pcs,12.00 box/s,0,0,12.00 pcs,12.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,367.00","?1,600.00","?1,550.00",17.00%
KZ Lightning Cable,A,N/A,KZ-LIGHTNING-CABLE-A,190723231,Audio,In-Ear Earphones,KZ,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?477.00,?550.00,?530.00,15.00%
KZ Lightning Cable,B,N/A,KZ-LIGHTNING-CABLE-B,190723232,Audio,In-Ear Earphones,KZ,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?477.00,?550.00,?530.00,15.00%
PLEXTONE-G50,Black,N/A,G50-BLACK,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,39.00 pcs,39.00 box/s,0,0,39.00 pcs,39.00 box/s,0.00x0.00x0.00,0,?0.00,?888.00,"?1,799.00","?1,700.00",103.00%
PLEXTONE-G50,Red,N/A,G50-RED,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,36.00 pcs,36.00 box/s,0,0,36.00 pcs,36.00 box/s,0.00x0.00x0.00,0,?0.00,?888.00,"?1,799.00","?1,700.00",103.00%
PLEXTONE-G50,Green,N/A,G50-GREEN,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?888.00,"?1,799.00","?1,700.00",103.00%
Plextone G15,Black,N/A,G15-BLACK,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,249.00 pcs,249.00 box/s,0,0,249.00 pcs,249.00 box/s,0.00x0.00x0.00,0,?0.00,?188.00,?289.00,?270.00,54.00%
Plextone G15,Red,N/A,G15-RED,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,192.00 pcs,192.00 box/s,0,0,192.00 pcs,192.00 box/s,0.00x0.00x0.00,0,?0.00,?188.00,?289.00,?270.00,54.00%
Plextone G15,Green,N/A,G15-GREEN,6.97114E+12,Audio,In-Ear Earphones,Plextone,1,0,164.00 pcs,164.00 box/s,0,0,164.00 pcs,164.00 box/s,0.00x0.00x0.00,0,?0.00,?188.00,?289.00,?270.00,54.00%
XIAOMI 4L SLING BAG,N/A,N/A,MI-4L-SLINGBAG,6.95418E+12,Wearables,N/A,Xiaomi,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?455.00,?549.00,?520.00,21.00%
4 USB Hub,Black,N/A,4-USB-HUB-BLACK,190729001,N/A,N/A,None,1,0,19.00 pcs,19.00 box/s,400,0,419.00 pcs,419.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?99.00,?80.00,313.00%
4 USB Hub,White,N/A,4-USB-HUB-WHITE,190729002,N/A,N/A,None,1,0,2.00 pcs,2.00 box/s,200,0,202.00 pcs,202.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?99.00,?80.00,313.00%
Mobile Air,V2,N/A,MOBILE-AIR-V2,190730001,Appliances,Mini Appliances,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?190.00,?399.00,?380.00,110.00%
Mobile Air,V3,N/A,MOBILE-AIR-V3,190730002,Appliances,Mini Appliances,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?312.00,?399.00,?380.00,28.00%
Mobile Air,V4,N/A,MOBILE-AIR-V4,190730003,Appliances,Mini Appliances,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?312.00,?399.00,?380.00,28.00%
Airpods Case Cover 5pcs. Set,Black,N/A,APC-5PCS-SET-BLACK,190730104,N/A,N/A,None,1,0,14.00 pcs,14.00 box/s,0,0,14.00 pcs,14.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,White,N/A,APC-5PCS-SET-WHITE,190730107,N/A,N/A,None,1,0,7.00 pcs,7.00 box/s,0,0,7.00 pcs,7.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Red,N/A,APC-5PCS-SET-RED,190730109,N/A,N/A,None,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Dark Blue,N/A,APC-5PCS-SET-DRKBLUE,190730102,N/A,N/A,None,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Blue,N/A,APC-5PCS-SET-BLUE,190730110,N/A,N/A,None,1,0,12.00 pcs,12.00 box/s,0,0,12.00 pcs,12.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Purple,N/A,APC-5PCS-SET-PURPLE,190730103,N/A,N/A,None,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Gray,N/A,APC-5PCS-SET-GRAY,190730108,N/A,N/A,None,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Pink,N/A,APC-5PCS-SET-PINK,190730101,N/A,N/A,None,1,0,8.00 pcs,8.00 box/s,0,1,7.00 pcs,7.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Transparent,N/A,APC-5PCS-SET-CLEAR,190730111,N/A,N/A,None,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,Olive,N/A,APC-5PCS-SET-OLIVE,190730106,N/A,N/A,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Airpods Case Cover 5pcs. Set,MInt Green,N/A,APC-5PCS-SET-MINT GREEN,190730105,N/A,N/A,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?42.00,?99.00,?80.00,136.00%
Magnetic Rope,Black,N/A,MAGNETIC-ROPE-BLACK,190730114,N/A,N/A,N/A,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
Magnetic Rope,White,N/A,MAGNETIC-ROPE-WHITE,190730115,N/A,N/A,N/A,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
Magnetic Rope,Red,N/A,MAGNETIC-ROPE-RED,190730112,N/A,N/A,N/A,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
Magnetic Rope,Dark Blue,N/A,MAGNETIC-ROPE-DRKBLUE,190730113,N/A,N/A,N/A,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
Magnetic Rope,Pink,N/A,MAGNETIC-ROPE-PINK,190730116,N/A,N/A,N/A,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
Magnetic Rope,MInt Green,N/A,MAGNETIC-ROPE-MINTGREEN,N/A,N/A,N/A,N/A,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?43.00,?99.00,?80.00,130.00%
VIDO NO MIC EAR PHONE,Black,N/A,VIDO-BLACK,190730203,Audio,In-Ear Earphones,None,1,0,-2.00 pcs,-2.00 box/s,0,0,-2.00 pcs,-2.00 box/s,0.00x0.00x0.00,0,?0.00,?53.00,?89.00,?75.00,68.00%
VIDO NO MIC EAR PHONE,White,N/A,VIDO-WHITE,190730201,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?53.00,?89.00,?75.00,68.00%
VIDO NO MIC EAR PHONE,Blue,N/A,VIDO-BLUE,190730202,Audio,In-Ear Earphones,None,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?53.00,?89.00,?75.00,68.00%
GH-Oem-Drybag,Black,N/A,GH-OEM-DRYBAG-BLACK,190730301,Wearables,Dry Bag,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?260.00,?349.00,?320.00,34.00%
GH-Oem-Drybag,Orange,N/A,GH-OEM-DRYBAG-ORANGE,190730302,Wearables,Dry Bag,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?260.00,?349.00,?320.00,34.00%
Airdots Pro,N/A,N/A,GH-AIRDOTS-PRO,6.93418E+12,Audio,Airbuds,Xiaomi,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,480.00","?2,979.00","?2,950.00",20.00%
Airdots Youth,White,N/A,GH-AIRDOTS-YOUTH,6.93418E+12,Audio,Airbuds,Xiaomi,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,319.00","?1,899.00","?1,800.00",44.00%
Airpods Case(Luggage Type) ,Black,N/A,GH-APC-LUGGAGE-BLK,190730122,N/A,N/A,None,1,0,1.00 pcs,1.00 pcs,0,0,1.00 pcs,1.00 pcs,0.00x0.00x0.00,0,?0.00,?80.00,?149.00,?130.00,86.00%
Airpods Case(Luggage Type) ,Purple,N/A,GH-APC-LUGGAGE-PRPL,190730121,N/A,N/A,None,1,0,6.00 pcs,6.00 pcs,0,0,6.00 pcs,6.00 pcs,0.00x0.00x0.00,0,?0.00,?80.00,?149.00,?130.00,86.00%
Airpods Case(Luggage Type) ,Pink,N/A,GH-APC-LUGGAGE-PNK,190730117,N/A,N/A,None,1,0,3.00 pcs,3.00 pcs,0,0,3.00 pcs,3.00 pcs,0.00x0.00x0.00,0,?0.00,?80.00,?149.00,?130.00,86.00%
Airpods Case(Luggage Type) ,Red Blue,N/A,GH-APC-LUGGAGE-RED BLUE,190730124,N/A,N/A,None,1,0,3.00 pcs,3.00 pcs,0,0,3.00 pcs,3.00 pcs,0.00x0.00x0.00,0,?0.00,?80.00,?149.00,?130.00,86.00%
Airpods Case(Luggage Type) ,Blue Red,N/A,GH-APC-LUGGAGE-BLUE RED,190730118,N/A,N/A,None,1,0,5.00 pcs,5.00 pcs,0,0,5.00 pcs,5.00 pcs,0.00x0.00x0.00,0,?0.00,?80.00,?149.00,?130.00,86.00%
Waterproof Membrane,N/A,80mm,GH-WP-MEMBRANE-80MM,80,N/A,N/A,None,1,0,26.00 pcs,26.00 box/s,0,0,26.00 pcs,26.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?249.00,?200.00,"1,032.00%"
Waterproof Membrane,N/A,100mm,GH-WP-MEMBRANE-100MM,100,N/A,N/A,None,1,0,152.00 pcs,152.00 box/s,0,0,152.00 pcs,152.00 box/s,0.00x0.00x0.00,0,?0.00,?31.00,?249.00,?200.00,703.00%
Waterproof Membrane,N/A,145mm,GH-WP-MEMBRANE-145MM,145,N/A,N/A,None,1,0,219.00 pcs,219.00 box/s,0,0,219.00 pcs,219.00 box/s,0.00x0.00x0.00,0,?0.00,?33.00,?249.00,?200.00,655.00%
Waterproof Membrane,N/A,200mm,GH-WP-MEMBRANE-200MM,200,N/A,N/A,None,1,0,30.00 pcs,30.00 box/s,500,0,530.00 pcs,530.00 box/s,0.00x0.00x0.00,0,?0.00,?60.00,?249.00,?200.00,315.00%
XIAOMI-REEPRO-HAIRDRYER,N/A,N/A,XIAOMI-REEPRO-HAIRDRYER,6.97129E+12,Appliances,Small Appliances,Xiaomi,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?708.00,"?1,399.00","?1,300.00",98.00%
5 in 1 OTG Card Reader,Black,N/A,5IN1-OTG-CARDREADER-BLACK,511,N/A,N/A,None,1,0,82.00 pcs,82.00 box/s,700,1,781.00 pcs,781.00 box/s,0.00x0.00x0.00,0,?0.00,?63.00,?150.00,?130.00,138.00%
5 in 1 OTG Card Reader,White,N/A,5IN1-OTG-CARDREADER-WHITE,512,N/A,N/A,None,1,0,0.00 pcs,0.00 box/s,300,0,300.00 pcs,300.00 box/s,0.00x0.00x0.00,0,?0.00,?63.00,?150.00,?130.00,138.00%
Mi Band 3/4 Silicone Strap,Black,N/A,MB3/4-SILICONE-STRP-BLK,3,Wearables,Watch,None,1,0,762.00 pcs,762.00 box/s,0,6,756.00 pcs,756.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,White,N/A,MB3/4-SILICONE-STRP-WHITE,2,Wearables,Watch,None,1,0,"3,182.00 pcs","3,182.00 box/s",0,1,"3,181.00 pcs","3,181.00 box/s",0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Red,N/A,MB3/4-SILICONE-STRP-RED,10,Wearables,Watch,None,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Sky Blue,N/A,MB3/4-SILICONE-STRP-SKYBLUE,11,Wearables,Watch,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Dark Blue,N/A,MB3/4-SILICONE-STRP-DRKBLUE,1,Wearables,Watch,None,1,0,"1,826.00 pcs","1,826.00 box/s",0,2,"1,824.00 pcs","1,824.00 box/s",0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Green,N/A,MB3/4-SILICONE-STRP-GREEN,6,Wearables,Watch,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Cyan,N/A,MB3/4-SILICONE-STRP-CYAN,4,Wearables,Watch,None,1,0,-1.00 pcs,-1.00 box/s,0,0,-1.00 pcs,-1.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Purple,N/A,MB3/4-SILICONE-STRP-PRPL,9,Wearables,Watch,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Yellow,N/A,MB3/4-SILICONE-STRP-YLLW,12,Wearables,Watch,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Gray,N/A,MB3/4-SILICONE-STRP-GRAY,5,Wearables,Watch,None,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Pink,N/A,MB3/4-SILICONE-STRP-PINK,8,Wearables,Watch,None,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
Mi Band 3/4 Silicone Strap,Orange,N/A,MB3/4-SILICONE-STRP-ORANGE,7,Wearables,Watch,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?11.00,?49.00,?30.00,345.00%
KZ PU Pouch,N/A,N/A,KZ-PU-POUCH,P,N/A,N/A,None,1,0,"7,671.00 pcs","7,671.00 box/s",0,6,"7,665.00 pcs","7,665.00 box/s",0.00x0.00x0.00,0,?0.00,?8.00,?39.00,?30.00,388.00%
Mi Band 4 SP  w/o hole,N/A,N/A,GH-MB4-SP,N/A,N/A,N/A,None,1,0,"2,952.00 pcs","2,952.00 box/s",0,1,"2,951.00 pcs","2,951.00 box/s",0.00x0.00x0.00,0,?0.00,?8.00,?29.00,?20.00,263.00%
Lama V1,N/A,N/A,GH-LAMA-V1,L1,Phone,Phone Accessories,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
Lama V2,N/A,N/A,GH-LAMA-V2,L2,Phone,Phone Accessories,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
EVA Case,N/A,N/A,GH-EVA-CASE,02,N/A,N/A,None,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?56.00,?129.00,?120.00,130.00%
Glass Screen Pro,N/A,7/8,GSP-PTG-7/8,7/,Phone,Phone Accessories,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
Glass Screen Pro,N/A,7/8+,GSP-PTG-7/8+,7+,Phone,Phone Accessories,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
Glass Screen Pro,N/A,X/XS,GSP-PTG-X/XS,XS,Phone,Phone Accessories,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
Glass Screen Pro,N/A,XS MAX,GSP-PTG-XSMAX,XM,Phone,Phone Accessories,None,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?21.00,?49.00,?40.00,133.00%
Wide Angle Blind Spot Mirror  2pcs Set,N/A,N/A,GH-BLIND-SPOT,BS,N/A,N/A,None,1,0,479.00 pcs,479.00 box/s,0,0,479.00 pcs,479.00 box/s,0.00x0.00x0.00,0,?0.00,?51.00,?89.00,?70.00,75.00%
TG113 BT SPEAKER,Black,N/A,TG113-BLACK,TG1,Audio,Bluetooth Speaker,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Red,N/A,TG113-RED,TG7,Audio,Bluetooth Speaker,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Blue,N/A,TG113-BLUE,TG2,Audio,Bluetooth Speaker,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Green,N/A,TG113-GREEN,TG3,Audio,Bluetooth Speaker,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Silver,N/A,TG113-SILVER,TG6,Audio,Bluetooth Speaker,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Camouflage,N/A,TG113-CAMOU,TG4,Audio,Bluetooth Speaker,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
TG113 BT SPEAKER,Orange,N/A,TG113-ORANGE,TG5,Audio,Bluetooth Speaker,None,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?170.00,?399.00,?300.00,135.00%
Mini Desk Phone Holder,Black,N/A,GH-DP-MINI-HOLDER-BLK,190803001,Phone holder,Desk,None,1,0,580.00 pcs,580.00 box/s,"1,000.00",0,"1,580.00 pcs","1,580.00 box/s",0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
Mini Desk Phone Holder,White,N/A,GH-DP-MINI-HOLDER-WHITE,190803002,Phone holder,Desk,None,1,0,211.00 pcs,211.00 box/s,500,0,711.00 pcs,711.00 box/s,0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
Mini Desk Phone Holder,Blue,N/A,GH-DP-MINI-HOLDER-BLUE,190803006,Phone holder,Desk,None,1,0,227.00 pcs,227.00 box/s,300,0,527.00 pcs,527.00 box/s,0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
Mini Desk Phone Holder,Green,N/A,GH-DP-MINI-HOLDER-GREEN,190803003,Phone holder,Desk,None,1,0,82.00 pcs,82.00 box/s,200,0,282.00 pcs,282.00 box/s,0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
Mini Desk Phone Holder,Purple,N/A,GH-DP-MINI-HOLDER-PRPL,190803004,Phone holder,Desk,None,1,0,333.00 pcs,333.00 box/s,200,0,533.00 pcs,533.00 box/s,0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
Mini Desk Phone Holder,Pink,N/A,GH-DP-MINI-HOLDER-PINK,190803005,Phone holder,Desk,None,1,0,155.00 pcs,155.00 box/s,300,0,455.00 pcs,455.00 box/s,0.00x0.00x0.00,0,?0.00,?12.00,?49.00,?40.00,308.00%
3 in 1 Velocity Cable,Red,N/A,3IN1-VELOCITY-RED,6.93393E+12,Phone,Phone Accessories,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?250.00,?399.00,?350.00,60.00%
3 in 1 Velocity Cable,Blue,N/A,3IN1-VELOCITY-BLUE,6.93393E+12,Phone,Phone Accessories,None,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?250.00,?399.00,?350.00,60.00%
Airdots Silicone Case w/clip,Black,N/A,GH-AD-SILICONE-CASE-BLK,CA1,N/A,N/A,None,1,0,12.00 pcs,12.00 pcs,0,0,12.00 pcs,12.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
